,long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
1833,-110.036,37.601,2021,NT,4.5,sc41,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.099,35.84,75.0,0.221,9.13,10.65,0.446,23.796,37.43,-13.65,0.133,0.073,0.05,0.056
1834,-110.036,37.601,2021,NT,4.5,sc40,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.661,34.584,84.0,0.179,4.45,10.83,-1.323,23.119,35.59,-16.32,0.115,0.073,0.049,0.087
1835,-110.036,37.601,2021,NT,4.5,sc39,6.0,0.0,59.0,10.0,11.0,6.0,0.0,0.464,37.475,74.0,0.0,8.06,0.46,1.186,24.087,38.3,-8.48,0.114,0.082,0.043,0.056
1836,-110.036,37.601,2021,NT,4.5,sc38,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.142,39.71,65.0,0.681,7.59,15.41,1.622,23.929,40.72,-10.95,0.098,0.079,0.062,0.104
1837,-110.036,37.601,2021,NT,4.5,sc37,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.224,35.61,67.0,0.022,8.62,7.9,1.64,22.216,37.48,-12.17,0.135,0.086,0.046,0.061
1838,-110.036,37.601,2021,NT,4.5,sc36,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.089,35.134,82.0,0.002,4.19,8.42,0.268,23.551,36.26,-12.24,0.061,0.046,0.045,0.053
1839,-110.036,37.601,2021,NT,4.5,sc35,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.156,35.799,65.0,0.071,4.62,10.53,1.26,23.236,36.35,-19.93,0.132,0.076,0.047,0.103
1840,-110.036,37.601,2021,NT,4.5,sc34,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.35,35.843,87.0,0.001,1.03,4.05,1.581,24.288,36.61,-13.96,0.074,0.052,0.044,0.082
1841,-110.036,37.601,2021,NT,4.5,sc33,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.617,35.76,79.0,0.018,1.73,4.85,0.51,23.306,36.8,-16.71,0.05,0.045,0.045,0.077
1842,-110.036,37.601,2021,NT,4.5,sc32,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.722,36.623,74.0,0.0,4.18,4.03,0.72,24.783,38.48,-20.29,0.132,0.061,0.044,0.095
1843,-110.036,37.601,2021,NT,4.5,sc31,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.494,34.99,45.0,0.028,11.97,6.33,4.022,24.149,35.24,-7.69,0.137,0.104,0.045,0.111
1844,-110.036,37.601,2021,NT,4.5,sc30,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.105,33.238,74.0,0.118,6.65,11.09,0.906,21.303,34.25,-13.66,0.131,0.086,0.048,0.047
1845,-110.036,37.601,2021,NT,4.5,sc29,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.318,34.064,71.0,0.196,6.77,11.41,1.306,23.003,34.67,-16.65,0.074,0.073,0.05,0.051
1846,-110.036,37.601,2021,NT,4.5,sc28,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.156,35.946,71.0,0.003,7.6,3.43,1.228,23.307,36.61,-10.96,0.125,0.074,0.044,0.061
1847,-110.036,37.601,2021,NT,4.5,sc27,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.348,35.611,81.0,0.054,9.33,4.85,-1.833,24.438,36.12,-23.58,0.064,0.083,0.045,0.074
1848,-110.036,37.601,2021,NT,4.5,sc26,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.117,37.04,81.0,0.0,7.52,1.43,0.904,25.682,37.82,-14.52,0.129,0.097,0.043,0.049
1849,-110.036,37.601,2021,NT,4.5,sc25,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.087,36.529,84.0,0.01,11.34,5.43,0.239,24.458,38.02,-14.29,0.117,0.081,0.045,0.046
1850,-110.036,37.601,2021,NT,4.5,sc24,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.748,37.201,87.0,0.033,5.75,5.4,-0.343,25.34,37.54,-16.12,0.087,0.088,0.045,0.079
1851,-110.036,37.601,2021,NT,4.5,sc23,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.486,36.3,71.0,0.0,6.94,3.35,1.353,23.906,37.7,-18.77,0.129,0.086,0.044,0.096
1852,-110.036,37.601,2021,NT,4.5,sc22,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.237,36.099,73.0,0.112,6.27,6.6,1.601,24.291,36.72,-12.66,0.109,0.071,0.047,0.055
1853,-110.036,37.601,2021,NT,8.5,sc45,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.839,37.302,78.0,0.142,10.4,6.95,0.699,25.057,38.79,-12.82,0.13,0.086,0.047,0.086
1854,-110.036,37.601,2021,NT,8.5,sc46,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.592,35.78,81.0,0.14,6.71,3.94,2.277,23.458,36.62,-10.4,0.104,0.07,0.047,0.054
1855,-110.036,37.601,2021,NT,8.5,sc47,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.506,35.868,75.0,0.006,13.14,4.57,-0.53,24.926,36.97,-21.97,0.12,0.09,0.045,0.089
1856,-110.036,37.601,2021,NT,8.5,sc48,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.985,35.879,64.0,0.088,16.62,7.41,0.918,23.44,37.07,-11.74,0.144,0.08,0.046,0.064
1857,-110.036,37.601,2021,NT,8.5,sc61,6.0,0.0,59.0,10.0,11.0,6.0,0.0,0.992,36.828,49.0,0.0,13.12,1.81,3.225,24.446,37.98,-15.54,0.127,0.086,0.043,0.086
1858,-110.036,37.601,2021,NT,8.5,sc60,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.078,35.889,89.0,0.09,3.27,7.2,-2.059,23.341,36.93,-16.7,0.049,0.062,0.047,0.09
1859,-110.036,37.601,2021,NT,8.5,sc59,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.387,35.95,52.0,0.113,3.87,7.72,4.022,24.512,37.16,-7.88,0.082,0.05,0.046,0.126
1860,-110.036,37.601,2021,NT,8.5,sc58,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.971,40.314,59.0,0.224,3.39,13.26,1.646,25.739,45.95,-21.91,0.059,0.046,0.051,0.051
1861,-110.036,37.601,2021,NT,8.5,sc57,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.577,36.619,47.0,0.088,9.02,5.87,4.739,24.216,39.41,-7.7,0.095,0.084,0.046,0.055
1862,-110.036,37.601,2021,NT,8.5,sc56,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.616,34.575,80.0,0.395,9.93,11.17,0.837,22.88,35.58,-13.08,0.141,0.086,0.055,0.062
1863,-110.036,37.601,2021,NT,8.5,sc55,6.0,0.0,59.0,10.0,11.0,6.0,0.0,6.381,34.94,73.0,0.382,8.1,13.61,1.774,21.972,36.65,-12.49,0.136,0.081,0.054,0.073
1864,-110.036,37.601,2021,NT,8.5,sc54,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.161,36.759,82.0,0.005,10.58,3.16,-0.781,25.166,37.16,-15.03,0.085,0.085,0.044,0.045
1865,-110.036,37.601,2021,NT,8.5,sc53,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.008,35.894,85.0,0.012,1.88,4.8,0.54,23.839,37.44,-13.72,0.046,0.044,0.044,0.091
1866,-110.036,37.601,2021,NT,8.5,sc52,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.485,34.563,87.0,0.414,17.27,10.32,-4.181,23.287,35.91,-18.21,0.125,0.09,0.055,0.063
1867,-110.036,37.601,2021,NT,8.5,sc51,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.551,34.845,77.0,0.403,3.47,12.3,-0.057,23.995,35.83,-15.31,0.131,0.058,0.055,0.11
1868,-110.036,37.601,2021,NT,8.5,sc50,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.227,32.592,83.0,0.187,11.24,13.21,-1.761,22.208,33.23,-20.66,0.136,0.086,0.05,0.075
1869,-110.036,37.601,2021,NT,8.5,sc49,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.614,36.745,70.0,0.0,11.62,4.28,0.894,24.069,38.56,-23.0,0.139,0.072,0.044,0.051
1870,-110.036,37.601,2022,NT,4.5,sc37,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.906,36.137,68.0,0.0,3.25,2.6,1.685,24.255,37.47,-14.59,0.058,0.049,0.044,0.052
1871,-110.036,37.601,2022,NT,4.5,sc36,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.672,36.154,75.0,0.053,2.55,7.7,2.253,24.565,36.79,-9.94,0.06,0.05,0.046,0.077
1872,-110.036,37.601,2022,NT,4.5,sc35,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.8,36.358,80.0,0.0,4.49,2.1,2.174,23.925,37.62,-15.18,0.091,0.067,0.044,0.062
1873,-110.036,37.601,2022,NT,4.5,sc34,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.657,34.984,72.0,0.272,3.07,12.36,2.064,24.613,35.34,-12.14,0.117,0.087,0.051,0.117
1874,-110.036,37.601,2022,NT,4.5,sc33,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.853,36.932,76.0,0.152,8.49,5.32,-0.514,23.409,37.56,-19.28,0.118,0.078,0.047,0.11
1875,-110.036,37.601,2022,NT,4.5,sc32,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.994,37.539,63.0,0.0,3.25,3.28,3.125,24.631,39.28,-9.02,0.115,0.057,0.044,0.077
1876,-110.036,37.601,2022,NT,4.5,sc31,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.091,36.063,49.0,0.13,5.6,7.76,3.803,23.746,37.16,-7.44,0.126,0.071,0.048,0.097
1877,-110.036,37.601,2022,NT,4.5,sc30,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.339,36.597,72.0,0.162,4.85,9.98,1.633,24.413,38.62,-11.6,0.059,0.066,0.049,0.063
1878,-110.036,37.601,2022,NT,4.5,sc29,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.328,37.885,72.0,0.0,5.68,3.56,0.11,25.149,39.1,-17.7,0.083,0.051,0.044,0.046
1879,-110.036,37.601,2022,NT,4.5,sc28,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.008,36.841,77.0,0.539,7.93,13.88,-0.321,24.519,38.73,-15.29,0.082,0.068,0.058,0.045
1880,-110.036,37.601,2022,NT,4.5,sc27,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.971,36.279,72.0,0.099,2.92,6.75,0.901,24.577,37.14,-20.28,0.06,0.048,0.047,0.054
1881,-110.036,37.601,2022,NT,4.5,sc26,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.033,35.154,89.0,0.145,4.32,8.78,-3.659,22.563,37.59,-29.6,0.047,0.058,0.048,0.051
1882,-110.036,37.601,2022,NT,4.5,sc25,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.576,37.096,79.0,0.016,10.84,4.36,0.267,24.556,38.4,-12.87,0.111,0.098,0.044,0.05
1883,-110.036,37.601,2022,NT,4.5,sc24,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.295,36.052,60.0,0.064,6.73,7.45,2.342,24.703,38.16,-7.95,0.134,0.072,0.046,0.083
1884,-110.036,37.601,2022,NT,4.5,sc23,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.099,36.446,65.0,0.002,17.95,5.09,1.908,24.255,37.92,-11.71,0.141,0.077,0.044,0.105
1885,-110.036,37.601,2022,NT,4.5,sc22,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.775,36.542,76.0,0.022,2.12,4.92,2.029,24.953,37.62,-7.76,0.064,0.06,0.044,0.051
1886,-110.036,37.601,2022,NT,4.5,sc38,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.857,38.485,75.0,0.481,6.91,11.51,0.563,23.769,39.88,-11.7,0.117,0.076,0.057,0.074
1887,-110.036,37.601,2022,NT,4.5,sc39,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.215,36.576,68.0,0.04,3.7,6.01,2.43,25.309,37.66,-12.65,0.062,0.052,0.045,0.046
1888,-110.036,37.601,2022,NT,4.5,sc40,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.544,38.082,81.0,0.0,7.04,5.17,0.121,25.781,38.95,-12.16,0.129,0.086,0.044,0.076
1889,-110.036,37.601,2022,NT,4.5,sc41,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.176,37.69,79.0,0.003,6.09,3.5,-0.943,25.658,39.1,-26.09,0.073,0.057,0.044,0.046
1890,-110.036,37.601,2022,NT,8.5,sc59,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.721,36.813,79.0,0.241,8.98,10.39,-0.45,23.86,37.67,-18.87,0.13,0.076,0.051,0.069
1891,-110.036,37.601,2022,NT,8.5,sc58,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.387,40.715,56.0,0.033,5.07,4.68,2.527,26.198,42.58,-11.98,0.108,0.079,0.045,0.052
1892,-110.036,37.601,2022,NT,8.5,sc57,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.055,39.052,48.0,0.016,1.84,3.76,4.971,26.063,40.99,-6.51,0.046,0.071,0.044,0.103
1893,-110.036,37.601,2022,NT,8.5,sc56,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.798,37.032,81.0,0.04,5.01,3.79,0.422,23.71,37.82,-15.35,0.088,0.057,0.045,0.073
1894,-110.036,37.601,2022,NT,8.5,sc55,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.77,35.883,54.0,0.201,6.58,8.91,3.719,23.778,37.68,-8.0,0.113,0.096,0.049,0.062
1895,-110.036,37.601,2022,NT,8.5,sc54,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.796,36.614,72.0,0.371,10.74,8.66,2.407,25.034,37.32,-9.81,0.116,0.074,0.054,0.047
1896,-110.036,37.601,2022,NT,8.5,sc53,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.439,35.82,80.0,0.0,2.48,3.49,0.693,23.534,36.48,-10.98,0.081,0.047,0.044,0.095
1897,-110.036,37.601,2022,NT,8.5,sc52,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.291,37.688,61.0,0.008,3.53,3.42,4.065,24.638,39.34,-8.24,0.086,0.058,0.044,0.045
1898,-110.036,37.601,2022,NT,8.5,sc51,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.787,38.182,64.0,0.227,6.95,7.85,0.834,25.125,38.83,-17.54,0.1,0.083,0.05,0.109
1899,-110.036,37.601,2022,NT,8.5,sc49,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.207,36.453,61.0,0.0,4.97,2.82,2.741,24.341,37.49,-9.55,0.096,0.091,0.043,0.076
1900,-110.036,37.601,2022,NT,8.5,sc48,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.411,38.354,83.0,0.156,2.18,9.71,1.273,25.915,39.92,-12.97,0.117,0.052,0.048,0.048
1901,-110.036,37.601,2022,NT,8.5,sc47,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.068,37.114,72.0,0.176,15.26,5.57,0.421,23.394,39.47,-12.03,0.122,0.073,0.049,0.053
1902,-110.036,37.601,2022,NT,8.5,sc46,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.466,38.88,76.0,0.0,4.79,2.0,3.083,26.161,39.59,-7.64,0.067,0.048,0.043,0.053
1903,-110.036,37.601,2022,NT,8.5,sc45,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.818,38.126,63.0,0.045,2.23,6.94,2.694,25.254,39.45,-8.4,0.102,0.076,0.045,0.062
1904,-110.036,37.601,2022,NT,8.5,sc44,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.871,36.87,62.0,0.153,6.3,7.39,2.392,24.487,38.33,-15.21,0.124,0.063,0.048,0.055
1905,-110.036,37.601,2022,NT,8.5,sc43,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.183,36.687,58.0,0.133,8.07,11.02,2.359,23.633,37.46,-8.03,0.121,0.085,0.048,0.088
1906,-110.036,37.601,2022,NT,8.5,sc42,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.886,36.506,72.0,0.001,11.29,4.65,0.961,23.75,37.89,-12.85,0.132,0.087,0.044,0.063
1907,-110.036,37.601,2022,NT,8.5,sc50,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.594,32.549,75.0,0.156,7.5,12.78,0.348,20.849,33.66,-12.72,0.112,0.09,0.049,0.07
1908,-110.036,37.601,2022,NT,8.5,sc60,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.089,35.689,81.0,0.097,7.57,8.22,-0.515,24.116,36.59,-14.97,0.135,0.089,0.047,0.06
1909,-110.036,37.601,2022,NT,8.5,sc61,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.837,37.694,77.0,0.013,6.61,3.51,1.216,24.621,38.53,-11.88,0.137,0.072,0.044,0.066
1910,-110.036,37.601,2023,NT,8.5,sc61,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.363,37.166,86.0,0.017,6.39,3.89,-1.469,25.08,38.27,-20.11,0.103,0.091,0.045,0.056
1911,-110.036,37.601,2023,NT,8.5,sc60,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.596,36.912,78.0,0.036,3.33,5.24,1.732,23.835,37.67,-7.87,0.098,0.053,0.045,0.055
1912,-110.036,37.601,2023,NT,8.5,sc59,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.538,36.683,83.0,0.3,7.44,13.63,-1.357,24.469,37.95,-15.91,0.086,0.079,0.053,0.072
1913,-110.036,37.601,2023,NT,8.5,sc58,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.062,39.443,75.0,0.0,6.1,3.03,1.936,26.369,40.24,-11.66,0.063,0.062,0.044,0.084
1914,-110.036,37.601,2023,NT,8.5,sc57,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.584,38.21,71.0,0.147,15.49,6.02,2.24,24.773,40.61,-12.18,0.144,0.071,0.048,0.072
1915,-110.036,37.601,2023,NT,8.5,sc56,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.432,34.987,76.0,0.203,4.09,10.47,-0.055,24.283,35.74,-10.91,0.098,0.078,0.05,0.067
1916,-110.036,37.601,2023,NT,4.5,sc34,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.2,37.507,65.0,0.001,6.08,5.1,2.515,25.586,38.7,-9.66,0.101,0.083,0.044,0.071
1917,-110.036,37.601,2023,NT,4.5,sc33,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.638,35.713,71.0,0.179,6.19,10.28,0.131,23.2,36.88,-12.29,0.131,0.076,0.049,0.092
1918,-110.036,37.601,2023,NT,4.5,sc32,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.212,38.439,77.0,0.124,2.29,7.35,3.043,25.435,38.85,-8.24,0.052,0.057,0.048,0.107
1919,-110.036,37.601,2023,NT,4.5,sc31,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.761,36.564,89.0,0.809,3.48,14.61,-1.213,23.523,37.87,-18.22,0.107,0.054,0.065,0.076
1920,-110.036,37.601,2023,NT,4.5,sc30,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.362,36.9,76.0,0.021,11.25,4.99,-0.629,24.627,38.14,-17.14,0.104,0.082,0.044,0.122
1921,-110.036,37.601,2023,NT,4.5,sc29,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.405,35.862,72.0,0.031,4.96,7.76,0.433,22.986,37.79,-20.28,0.064,0.062,0.045,0.077
1922,-110.036,37.601,2023,NT,4.5,sc35,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.247,36.944,69.0,0.047,4.23,6.58,1.614,24.243,38.18,-11.13,0.081,0.051,0.046,0.087
1923,-110.036,37.601,2023,NT,4.5,sc28,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.723,35.649,86.0,0.0,2.69,3.85,-0.375,24.021,36.58,-19.06,0.056,0.045,0.044,0.097
1924,-110.036,37.601,2023,NT,4.5,sc26,6.0,0.0,59.0,10.0,11.0,6.0,0.0,0.572,36.726,74.0,0.0,8.46,0.56,1.607,23.867,37.94,-10.17,0.073,0.081,0.043,0.051
1925,-110.036,37.601,2023,NT,4.5,sc25,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.991,36.279,55.0,0.579,13.12,15.2,1.999,24.909,38.55,-14.64,0.115,0.084,0.06,0.049
1926,-110.036,37.601,2023,NT,4.5,sc24,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.924,37.628,75.0,0.0,3.54,2.54,1.588,25.926,38.14,-10.04,0.12,0.06,0.044,0.046
1927,-110.036,37.601,2023,NT,4.5,sc23,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.083,34.907,81.0,0.002,10.81,5.86,0.082,23.547,36.44,-11.85,0.135,0.074,0.044,0.065
1928,-110.036,37.601,2023,NT,4.5,sc22,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.396,36.627,76.0,0.008,2.96,5.44,0.731,24.353,38.3,-13.26,0.057,0.051,0.044,0.09
1929,-110.036,37.601,2023,NT,4.5,sc27,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.243,35.971,65.0,0.0,4.83,5.02,3.185,23.268,37.16,-11.16,0.075,0.054,0.044,0.063
1930,-110.036,37.601,2023,NT,4.5,sc36,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.771,35.181,66.0,0.258,10.88,8.82,1.665,24.206,35.96,-11.69,0.138,0.095,0.051,0.112
1931,-110.036,37.601,2023,NT,4.5,sc38,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.332,38.267,73.0,0.246,9.45,9.58,0.591,24.498,40.67,-14.11,0.129,0.072,0.051,0.081
1932,-110.036,37.601,2023,NT,8.5,sc52,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.212,34.635,56.0,0.249,10.86,11.34,1.078,24.156,35.16,-16.73,0.098,0.106,0.051,0.066
1933,-110.036,37.601,2023,NT,8.5,sc51,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.748,37.507,49.0,0.006,7.71,4.49,3.849,24.415,38.67,-10.8,0.137,0.091,0.044,0.109
1934,-110.036,37.601,2023,NT,8.5,sc50,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.352,34.694,46.0,0.526,12.15,15.36,4.117,23.119,36.11,-10.02,0.136,0.081,0.058,0.102
1935,-110.036,37.601,2023,NT,8.5,sc49,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.729,35.162,68.0,0.484,8.09,10.83,1.849,23.545,35.57,-10.1,0.14,0.07,0.057,0.102
1936,-110.036,37.601,2023,NT,8.5,sc48,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.366,36.067,75.0,0.659,4.0,15.01,0.115,24.202,37.82,-19.33,0.094,0.05,0.061,0.076
1937,-110.036,37.601,2023,NT,8.5,sc47,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.439,34.954,60.0,0.119,14.05,9.8,2.446,24.483,35.67,-16.52,0.104,0.068,0.048,0.083
1938,-110.036,37.601,2023,NT,4.5,sc37,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.603,38.426,60.0,0.0,6.22,1.81,2.802,26.088,39.33,-10.03,0.094,0.06,0.044,0.082
1939,-110.036,37.601,2023,NT,8.5,sc46,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.933,36.518,84.0,0.05,4.92,4.97,1.758,23.992,37.93,-12.74,0.1,0.061,0.045,0.089
1940,-110.036,37.601,2023,NT,8.5,sc44,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.028,35.703,53.0,0.601,8.69,9.54,3.483,23.793,36.26,-10.83,0.12,0.098,0.059,0.084
1941,-110.036,37.601,2023,NT,8.5,sc43,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.963,36.825,66.0,0.447,6.29,11.08,2.565,24.253,37.52,-14.93,0.136,0.07,0.056,0.081
1942,-110.036,37.601,2023,NT,8.5,sc42,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.324,35.644,59.0,0.41,4.25,12.13,3.77,23.259,37.14,-10.91,0.084,0.055,0.055,0.081
1943,-110.036,37.601,2023,NT,4.5,sc41,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.135,36.843,71.0,0.076,5.95,5.04,0.74,24.375,39.87,-10.89,0.069,0.075,0.047,0.053
1944,-110.036,37.601,2023,NT,4.5,sc40,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.448,33.716,80.0,0.0,6.38,5.13,0.593,22.509,35.56,-11.35,0.094,0.074,0.044,0.052
1945,-110.036,37.601,2023,NT,4.5,sc39,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.5,36.213,80.0,0.417,7.37,11.79,-1.575,24.801,37.06,-23.52,0.089,0.061,0.055,0.07
1946,-110.036,37.601,2023,NT,8.5,sc45,6.0,0.0,59.0,10.0,11.0,6.0,0.0,3.641,36.311,53.0,0.045,7.29,7.58,3.39,24.928,37.59,-10.27,0.097,0.064,0.045,0.055
1947,-110.036,37.601,2023,NT,8.5,sc53,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.062,36.482,68.0,0.166,10.6,11.34,2.024,23.812,38.13,-9.63,0.137,0.086,0.049,0.048
1948,-110.036,37.601,2023,NT,8.5,sc54,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.008,36.569,76.0,0.0,8.71,1.04,1.234,25.075,37.66,-10.61,0.091,0.089,0.043,0.06
1949,-110.036,37.601,2023,NT,8.5,sc55,6.0,0.0,59.0,10.0,11.0,6.0,0.0,7.072,35.727,67.0,0.717,6.93,18.21,1.896,23.659,37.22,-11.7,0.08,0.072,0.063,0.099
1950,-110.036,37.601,2024,NT,4.5,sc33,6.0,0.0,59.0,10.0,11.0,6.0,0.0,5.418,35.408,77.0,1.065,8.23,19.12,0.653,23.108,36.56,-14.6,0.101,0.085,0.072,0.101
1951,-110.036,37.601,2024,NT,4.5,sc30,6.0,0.0,59.0,10.0,11.0,6.0,0.0,4.4,33.835,73.0,0.454,16.5,14.26,0.839,22.262,34.88,-11.39,0.137,0.081,0.056,0.076
1952,-110.036,37.601,2024,NT,4.5,sc29,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.193,36.198,68.0,0.0,10.7,3.56,2.212,24.52,36.86,-11.04,0.125,0.093,0.044,0.078
1953,-110.036,37.601,2024,NT,4.5,sc28,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.892,36.986,61.0,0.097,12.61,6.79,1.831,24.209,38.05,-11.41,0.134,0.07,0.046,0.059
1954,-110.036,37.601,2024,NT,4.5,sc27,6.0,0.0,59.0,10.0,11.0,6.0,0.0,1.893,36.662,63.0,0.0,12.72,2.37,1.294,24.544,37.35,-14.11,0.141,0.084,0.044,0.062
1955,-110.036,37.601,2024,NT,4.5,sc26,6.0,0.0,59.0,10.0,11.0,6.0,0.0,2.437,36.587,79.0,0.0,1.63,3.18,2.678,25.611,37.97,-7.18,0.047,0.046,0.043,0.05
